"0x9689c3a0f01670f1:0x42809ac1cc42481a","+56998823525","Md Works","Md Works - Las Pimpinelas 1155, 2510000 Concón, Valparaíso, Chile","-32.9317157","-71.54231159999999","15","5","America/Santiago","http://www.mdworkschile.cl/","ChIJ8XAW8KDDiZYRGkhCzMGagEI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689c3a0f01670f1:0x42809ac1cc42481a","","Concón, Chile","true","true","","Las Pimpinelas 1155 | 2510000 Concón | Valparaíso | Chile","Car detailing service | Auto machine shop","","","","","","","",""
"0x9689ddb7f1359b6f:0x2acb41f7e5802152","","LUB Copec","LUB Copec - Valparaíso CL, Av Edmundo Eluchans 3100, 2542582 Viña del Mar, Concón, Valparaíso, Chile","-32.949571299999995","-71.5441386","17","4.8","America/Santiago","https://ww2.copec.cl/lub","ChIJb5s18bfdiZYRUiGA5fdByyo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689ddb7f1359b6f:0x2acb41f7e5802152","","Viña del Mar, Concón, Chile","true","true","","Valparaíso CL | Av Edmundo Eluchans 3100 | 2542582 Viña del Mar, Concón | Valparaíso, Chile","Oil change service | Gas station","","","","","","","",""
"0x9689dfcda6b41957:0xe47d370f1739f1e7","+56979622440","Neptuno automotriz","Neptuno automotriz - Cam. Internacional 5100, Reñaca Alto, Viña del Mar, Valparaíso, Chile","-32.962627399999995","-71.5073776","","","America/Santiago","","ChIJVxm0ps3fiZYR5_E5Fw83feQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689dfcda6b41957:0xe47d370f1739f1e7","","Reñaca Alto, Viña del Mar, Chile","true","true","","Cam. Internacional 5100 | Reñaca Alto, Viña del Mar | Valparaíso | Chile","Auto repair shop","","","","","","","",""
"0x9689c32e8fde818f:0xc9fa6a13e800a824","","AlfaBeto: Graphic & Web Design","AlfaBeto: Graphic & Web Design - C. 7, 2510390 Concón, Valparaíso, Chile","-32.9257681","-71.5166393","1","5","America/Santiago","http://www.alfabeto.cl/","ChIJj4Hejy7DiZYRJKgA6BNq-sk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689c32e8fde818f:0xc9fa6a13e800a824","","Concón, Chile","true","true","","C. 7 | 2510390 Concón | Valparaíso | Chile","Computer repair service | Graphic designer | Photographer | Website designer","","","","","","","",""
"0x9689dd6e64cc1cc5:0x945b202b2e064c6f","","Taller Mecánico m-racing","Taller Mecánico m-racing - 2GF8+W9, Montemar, Concón, Valparaíso, Chile","-32.975173999999996","-71.48428299999999","1","4","America/Santiago","","ChIJxRzMZG7diZYRb0wGLisgW5Q","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689dd6e64cc1cc5:0x945b202b2e064c6f","","Montemar, Concón, Chile","false","false","","2GF8+W9 | Montemar, Concón | Valparaíso | Chile","Auto repair shop","","","","","","","",""
"0x9689dbd905d7fc19:0xb21ef19f7dc120c","+56920763418","mecánico de motos a domicilio","mecánico de motos a domicilio, sector colmo - la higuera 10, 2510000 Concón, concon, Valparaíso, Chile","-32.936439","-71.43751089999999","15","5","America/Santiago","","ChIJGfzXBdnbiZYRDBLc9xnvIQs","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689dbd905d7fc19:0xb21ef19f7dc120c","","Concón, concon, Chile","true","true","","sector colmo | la higuera 10 | 2510000 Concón, concon | Valparaíso, Chile","Motorcycle repair shop","","","","","","","",""
"0x9689c3d793509679:0x480c6bb2605a7f86","","Ohs pascal, oil hidraulic solutions","Ohs pascal, oil hidraulic solutions - 3GP5+RX, Quintero, Valparaíso, Chile","-32.9129508","-71.490045","","","America/Santiago","","ChIJeZZQk9fDiZYRhn9aYLJrDEg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689c3d793509679:0x480c6bb2605a7f86","","Quintero, Chile","false","false","","3GP5+RX | Quintero | Valparaíso | Chile","Auto repair shop","","","","","","","",""
"0x9689dda1fc1c39a1:0x1409be7b2c6044d1","+56936294003","G&T Motors SPA","G&T Motors SPA - Camino internacional 5415 Montemar, 2200055 Viña del Mar, Valparaíso, Chile","-32.9620429","-71.5097383","9","4.6","America/Santiago","https://gytmotors.cl/","ChIJoTkc_KHdiZYR0URgLHu-CRQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689dda1fc1c39a1:0x1409be7b2c6044d1","","Viña del Mar, Chile","true","true","","Camino internacional 5415 Montemar | 2200055 Viña del Mar | Valparaíso | Chile","Auto repair shop","","","","","","","",""
"0x9689dd60aa39d859:0x19d53edf7290a3a1","+56988925296","Peki spoon garage","Peki spoon garage - Las Golondrinas, 2341183 Viña del Mar, Valparaíso, Chile","-32.9604092","-71.542631","5","5","America/Santiago","","ChIJWdg5qmDdiZYRoaOQct8-1Rk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689dd60aa39d859:0x19d53edf7290a3a1","","Viña del Mar, Chile","true","true","","Las Golondrinas | 2341183 Viña del Mar | Valparaíso | Chile","Mechanic","","","","","","","",""
"0x9689dd36a700d40f:0x98c272f0f4efe7df","+56977864674","Redmonkeygarage","Redmonkeygarage - Los Jazmines 43, 2500000 Viña del Mar, Valparaíso, Chile","-33.0088814","-71.5021527","1","5","America/Santiago","","ChIJD9QApzbdiZYR3-fv9PBywpg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689dd36a700d40f:0x98c272f0f4efe7df","","Viña del Mar, Chile","true","true","","Los Jazmines 43 | 2500000 Viña del Mar | Valparaíso | Chile","Auto repair shop","","","","","","","",""
"0x9689dd0c313fe50f:0x4509675486410bec","+56977991588","AUTOMOTRIZ GPM","AUTOMOTRIZ GPM - Camino Internacional 305 Galpón 1, Viña del Mar, Valparaíso, Chile","-32.9683876","-71.49905389999999","13","4.5","America/Santiago","","ChIJD-U_MQzdiZYR7AtBhlRnCUU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x9689dd0c313fe50f:0x4509675486410bec","","Viña del Mar, Chile","false","false","","Camino Internacional 305 Galpón 1 | Viña del Mar | Valparaíso | Chile","Auto body shop","","","","","","","",""
